magnitude_app,temperature_K,spectral_class,radius_solar,metallicity_Fe_H
10.04,4379,K,0.92,0.076
4.88,5956,G,2.52,-0.243
5.11,3609,M,1.25,0.313
8.4,3535,M,1.1,0.061
6.3,5454,G,1.33,0.032
8.54,6887,F,0.95,-0.239
11.6,4801,K,1.82,0.155
7.69,3297,M,0.99,0.282
11.26,3377,M,1.51,-0.034
8.65,3611,M,0.59,0.232
9.91,3664,M,0.41,-0.101
3.29,3447,M,1.22,-0.016
9.27,3370,M,0.83,0.522
8.97,3514,M,0.91,-0.093
7.28,3758,M,0.31,0.135
11.79,3507,M,2.34,-0.097
7.01,4216,K,1.05,0.07
4.78,4525,K,1.95,0.174
9.56,5715,G,0.5,-0.225
5.15,3482,M,1.05,-0.176
8.15,4783,K,1.23,0.142
10.68,4695,K,1.07,0.04
9.0,3489,M,1.12,0.293
7.51,3508,M,0.5,0.067
7.3,3178,M,1.17,0.465
10.53,5833,G,0.66,0.174
5.56,3442,M,0.73,0.47
9.55,4410,K,1.01,0.422
12.39,8266,A,0.84,-0.161
9.09,4603,K,0.86,0.37
7.52,3302,M,1.75,0.235
7.68,5229,G,0.92,0.218
7.04,3491,M,0.82,0.296
6.7,3390,M,0.94,-0.077
8.24,4575,K,0.57,0.082
9.36,4367,K,1.08,-0.105
11.22,4859,K,1.43,0.577
4.09,3621,M,1.17,-0.188
3.12,6721,F,1.02,-0.32
11.26,3394,M,1.35,-0.204
8.11,5041,K,0.76,-0.014
8.22,3423,M,1.02,-0.015
9.0,6268,F,2.01,0.223
7.63,4659,K,0.86,0.008
11.95,4544,K,1.36,-0.124
8.98,3357,M,1.37,0.121
7.1,6104,G,0.68,0.291
7.28,3671,M,1.41,0.052
7.71,5501,G,0.74,0.217
6.45,3920,M,1.24,0.021
11.38,3642,M,0.73,-0.065
8.25,3498,M,1.15,0.175
5.66,3899,M,1.07,0.057
8.81,4648,K,1.06,0.251
10.88,5669,G,1.15,0.386
10.12,3432,M,0.77,-0.028
6.48,3509,M,0.56,0.162
5.78,4408,K,1.04,0.267
10.85,3752,M,1.74,0.103
4.75,5057,G,1.34,0.128
8.74,3739,M,1.25,0.036
6.86,4303,K,0.77,0.064
10.63,4487,K,1.1,0.13
5.89,3448,M,0.66,-0.152
6.41,3409,M,0.81,-0.425
9.23,3621,M,1.2,-0.022
9.59,3499,M,0.4,-0.042
10.72,3383,M,2.37,0.405
8.95,8565,A,0.51,0.074
8.7,4343,K,2.57,0.141
10.1,4379,K,0.66,-0.103
5.26,3238,M,0.65,-0.149
6.24,3421,M,0.82,-0.209
5.43,3586,M,0.8,-0.315
2.63,3506,M,0.74,0.182
9.68,4908,K,0.83,0.077
10.86,3957,M,1.05,0.369
9.11,8303,A,0.64,0.137
8.76,3354,M,1.52,0.061
8.17,5811,G,2.03,-0.495
8.11,3559,M,0.38,0.477
11.39,3699,M,2.53,0.01
11.1,3570,M,1.47,-0.521
6.83,3466,M,1.14,0.056
10.22,6439,F,0.75,-0.203
10.46,4597,K,1.09,-0.212
9.3,3463,M,1.57,0.067
8.78,3713,M,3.69,-0.147
8.71,4207,K,2.99,0.257
5.04,4773,K,0.47,-0.029
4.86,3172,M,0.9,0.1
9.57,3525,M,1.04,0.142
5.8,4426,K,1.96,0.063
5.22,3235,M,0.96,0.054
3.85,3139,M,0.69,0.035
7.05,6143,F,1.03,0.373
8.75,4510,K,0.82,0.211
8.91,3395,M,1.64,-0.173
9.7,3318,M,3.3,-0.278
7.22,5872,G,1.58,-0.199
8.21,3284,M,1.61,0.107
9.69,4653,K,1.85,-0.276
8.93,3344,M,1.26,-0.163
6.83,8023,A,0.82,-0.336
8.6,3394,M,0.86,0.233
4.03,3608,M,1.73,0.166
8.0,5123,G,1.16,0.22
6.76,3550,M,0.61,-0.119
11.04,4284,K,1.92,-0.44
6.05,3363,M,0.68,-0.209
8.23,3570,M,0.57,-0.337
7.14,3880,M,0.65,-0.339
6.88,3341,M,1.17,0.284
8.75,3626,M,1.63,-0.062
7.16,3445,M,1.14,0.072
11.7,5369,G,0.76,0.276
4.05,4741,K,0.67,-0.255
9.26,3352,M,1.47,0.154
7.83,3298,M,0.95,-0.363
7.9,3581,M,1.19,0.063
8.6,7018,F,0.93,0.267
10.0,3631,M,1.16,-0.285
8.53,3254,M,1.22,0.207
10.0,4362,K,3.36,0.056
8.09,4720,K,1.22,-0.114
5.93,9172,A,0.82,-0.3
7.82,4551,K,1.09,0.06
10.31,3399,M,0.62,0.123
7.18,3788,M,0.62,-0.079
5.83,6476,F,1.87,-0.245
9.24,3394,M,1.16,0.191
8.67,3364,M,1.75,0.296
6.46,4231,K,0.44,0.238
7.53,3996,M,0.61,0.397
7.64,3749,M,1.16,-0.163
8.01,3385,M,0.66,-0.354
9.29,3803,M,0.49,0.103
7.19,3593,M,0.58,-0.101
9.4,4607,K,0.85,0.247
6.93,5303,G,1.23,-0.259
11.33,5359,G,2.36,-0.241
11.38,4490,K,0.59,0.017
6.29,5861,F,0.61,0.044
5.55,4390,K,0.48,0.169
9.96,3501,M,1.33,-0.025
8.52,3729,M,1.06,-0.479
9.1,6300,F,0.62,0.863
6.69,4683,K,0.66,0.008
7.74,3139,M,0.94,0.722
7.31,4763,K,0.97,-0.031
8.61,4297,K,0.59,-0.263
5.51,3523,M,1.09,-0.079
7.8,20406,B,0.5,0.275
5.49,4547,K,1.02,0.155
6.97,5471,G,0.92,0.077
7.81,5159,G,1.22,-0.015
9.01,3344,M,1.83,0.032
9.18,4724,K,0.83,-0.037
9.52,3395,M,1.0,0.299
5.03,3482,M,0.37,0.229
10.53,6015,F,2.68,-0.236
6.71,4693,K,0.39,-0.369
6.86,3269,M,0.96,-0.307
8.54,3660,M,0.28,-0.089
7.33,4261,K,0.66,0.055
8.72,4728,K,2.38,-0.014
9.09,3502,M,1.77,0.158
6.47,4374,K,1.64,-0.004
7.63,5940,G,0.91,0.399
7.69,4485,K,2.28,0.127
9.92,4419,K,1.14,0.004
7.07,6795,F,1.41,-0.378
6.98,3241,M,3.76,0.088
5.96,3058,M,1.72,0.125
6.18,3703,M,0.97,-0.178
5.3,6228,F,1.29,-0.289
6.59,3651,M,2.02,0.274
11.19,3508,M,1.37,-0.242
9.38,6122,F,1.48,0.041
10.55,6697,F,1.9,0.007
6.1,4408,K,3.54,0.112
4.1,5204,G,0.63,-0.24
8.63,3316,M,1.42,-0.03
11.71,3197,M,1.26,-0.242
7.03,4591,K,0.82,0.019
8.2,3336,M,0.72,0.126
4.86,4492,K,2.28,0.224
8.06,5450,G,0.6,0.374
7.75,4288,K,0.49,-0.066
3.81,3233,M,0.75,-0.07
5.93,7323,F,0.41,0.318
5.77,4489,K,0.66,0.144
4.84,6001,G,0.59,0.309
6.55,5820,G,1.04,0.488
9.02,3444,M,2.06,-0.211
6.73,3532,M,0.74,0.202
10.3,3527,M,1.54,-0.15
7.27,3823,M,1.46,0.391
8.65,3645,M,0.33,-0.297
8.99,6238,F,0.76,0.229
11.07,5597,G,0.83,-0.138
6.57,4681,K,1.21,0.139
8.88,4236,K,1.33,0.317
6.11,4611,K,1.18,-0.161
11.44,5870,G,0.64,-0.367
5.92,5264,G,0.73,-0.065
8.77,3374,M,0.47,-0.097
11.12,3703,M,1.03,-0.321
5.61,4420,K,0.83,-0.502
9.19,6181,F,1.31,0.304
6.01,3654,M,1.42,0.373
12.66,4630,K,0.85,-0.15
4.22,4521,K,1.15,-0.073
4.97,4753,K,0.9,0.202
5.76,3709,M,0.57,0.206
5.82,3486,M,0.67,0.445
9.04,3846,M,0.32,0.155
11.6,4856,K,0.82,-0.256
10.31,4054,K,0.74,0.198
8.47,5217,G,0.58,-0.174
8.02,3105,M,1.51,-0.016
6.79,3443,M,1.3,0.278
8.78,7985,A,1.32,-0.226
7.58,3357,M,1.41,-0.018
8.38,3691,M,1.0,-0.306
6.52,3193,M,0.99,-0.247
5.6,3523,M,1.51,-0.137
8.05,5534,G,1.4,0.408
8.01,3486,M,1.67,0.008
6.81,3523,M,0.98,0.661
6.47,4886,G,0.61,0.239
9.12,3358,M,1.13,0.246
8.91,3770,M,0.75,-0.273
11.75,7991,A,1.39,-0.038
10.76,3792,M,1.15,-0.286
5.61,3254,M,1.03,-0.077
7.62,5080,G,0.82,-0.114
5.27,4286,K,1.65,-0.01
4.32,3698,M,1.59,0.206
12.39,5350,G,0.76,-0.065
10.96,3560,M,0.54,0.211
6.74,8531,A,1.09,-0.366
10.49,5485,G,1.81,0.112
10.78,5850,G,0.53,-0.109
4.16,3635,M,1.27,0.063
9.7,3300,M,0.66,0.216
7.02,4438,K,0.6,-0.36
8.77,4892,K,1.59,0.367
14.02,3556,M,1.38,-0.048
11.17,6010,F,0.93,0.465
7.74,4177,K,1.48,0.018
10.84,6789,F,1.41,0.33
4.16,8799,A,0.48,0.015
9.01,4293,K,1.04,0.067
9.05,5706,G,2.03,0.029
9.41,4860,K,1.27,-0.055
6.98,3755,M,0.27,-0.064
8.76,5941,G,0.59,0.056
9.71,3597,M,1.65,0.137
3.35,3469,M,0.76,0.058
7.37,4409,K,1.75,0.13
6.19,3497,M,2.78,-0.38
9.32,3347,M,0.89,0.226
10.76,5401,G,0.73,-0.186
6.78,3723,M,0.6,-0.412
5.82,3218,M,1.46,0.462
8.23,3230,M,0.74,0.353
5.69,3645,M,0.82,-0.003
7.55,6386,F,0.57,0.267
7.34,4970,G,0.81,-0.083
9.16,5483,G,0.7,-0.117
8.63,3464,M,0.37,-0.149
8.32,3425,M,0.66,-0.16
11.27,3620,M,1.45,-0.065
8.54,5133,G,1.96,-0.178
7.16,5504,G,0.95,-0.712
7.41,3463,M,1.02,-0.046
6.47,3507,M,1.15,-0.242
5.96,5024,G,2.67,0.074
5.22,8278,A,0.6,-0.06
10.27,4504,K,0.53,0.159
6.56,8730,A,0.97,0.003
8.63,3823,M,1.22,-0.317
7.4,3641,M,0.98,-0.317
7.94,3581,M,0.51,-0.31
10.31,4786,K,1.56,-0.216
8.35,4432,K,0.93,-0.176
6.15,4850,K,1.32,0.23
6.87,3696,M,2.17,0.047
9.72,3422,M,0.48,-0.465
8.97,4933,K,0.42,-0.219
9.84,4601,K,1.33,-0.009
7.52,22193,B,0.36,-0.251
5.21,6599,F,0.82,0.02
9.01,3402,M,0.75,-0.21
8.51,3366,M,1.2,-0.034
8.56,3438,M,0.72,-0.142
5.24,3400,M,1.28,0.028
6.72,3722,M,0.59,0.36
6.12,4493,K,0.54,0.223
8.8,5056,G,1.01,-0.27
8.87,3537,M,1.05,0.628
7.91,3522,M,1.16,0.295
9.94,6348,F,2.1,-0.171
10.98,3547,M,1.9,-0.217
8.71,3492,M,1.25,0.085
9.34,3611,M,1.5,0.176
6.92,3601,M,1.14,0.442
6.55,3564,M,1.8,0.127
10.02,3273,M,1.2,-0.166
6.25,7189,F,0.76,-0.127
9.39,3228,M,0.69,0.157
11.44,3477,M,1.78,-0.335
9.31,3308,M,0.91,0.374
7.84,3569,M,2.61,-0.136
5.32,3524,M,0.58,0.24
8.33,5454,G,1.87,0.3
10.02,6993,F,0.81,0.764
7.64,3694,M,1.23,-0.076
10.04,3443,M,0.52,-0.069
8.73,3641,M,0.4,-0.082
8.58,3774,M,2.1,0.043
7.37,3693,M,0.8,-0.161
5.09,3476,M,1.64,0.303
7.15,5983,F,0.72,0.252
7.13,3557,M,1.64,-0.064
9.15,5684,G,0.81,-0.178
7.97,4327,K,0.55,-0.109
10.17,4505,K,1.38,-0.117
8.56,4481,K,1.6,0.123
6.99,4812,K,1.38,0.048
6.37,6010,G,0.93,0.205
6.79,4764,K,0.42,0.372
8.32,8464,A,0.59,0.075
7.25,3701,M,0.7,0.148
5.85,3614,M,0.88,0.614
10.01,3487,M,1.76,0.143
8.3,3866,M,0.94,-0.122
8.55,4334,K,0.35,-0.017
6.35,3606,M,0.27,-0.416
5.92,4689,K,0.71,0.136
7.68,6407,F,0.77,-0.137
3.94,3598,M,1.19,-0.223
9.56,3665,M,0.48,-0.216
6.59,3543,M,0.5,0.286
7.46,3583,M,1.25,-0.065
8.85,5529,G,1.95,0.191
7.55,3640,M,0.37,0.096
5.66,3460,M,0.68,0.05
11.01,3445,M,1.74,-0.096
4.93,3504,M,1.59,0.124
3.53,4766,K,0.63,-0.106
9.75,5932,F,1.79,0.039
5.08,5250,G,1.02,0.277
10.51,7240,F,1.39,0.329
8.75,4562,K,0.7,-0.109
8.57,3429,M,1.16,0.093
6.86,3639,M,0.56,0.146
6.35,3363,M,0.76,0.059
7.25,3132,M,0.86,0.191
6.25,8651,A,1.07,0.194
10.42,4336,K,3.33,0.459
6.51,3518,M,3.6,0.539
9.01,5591,G,0.82,-0.041
10.01,3525,M,2.1,0.415
6.24,3201,M,0.57,0.11
8.75,4506,K,1.22,-0.044
6.21,3578,M,0.71,0.152
7.65,5115,G,0.8,-0.058
7.08,3234,M,3.78,-0.011
6.61,8046,A,0.82,-0.274
8.32,5705,G,0.72,0.02
5.57,3150,M,0.61,0.233
9.86,3645,M,0.68,0.18
5.84,3569,M,0.49,0.091
5.47,3455,M,1.12,0.434
7.5,3241,M,1.11,0.534
7.25,3361,M,1.18,0.125
8.71,3637,M,0.99,0.399
8.17,3720,M,0.75,0.087
4.75,3320,M,0.72,0.022
9.97,3700,M,1.08,0.24
7.45,3620,M,0.97,-0.018
8.48,5498,G,0.73,-0.59
12.4,5297,G,0.87,-0.065
10.57,3398,M,2.16,-0.376
8.42,3819,M,2.68,-0.097
5.25,3531,M,0.9,-0.136
5.29,3733,M,0.69,-0.135
10.32,8603,A,0.98,-0.263
7.2,4398,K,1.76,-0.3
7.66,4631,K,0.98,-0.162
5.71,3878,M,1.19,-0.093
8.89,3387,M,0.72,-0.075
10.28,5751,G,0.56,0.065
11.05,3533,M,1.46,0.177
7.1,4174,K,1.1,-0.252
9.29,3242,M,1.39,-0.219
7.81,3421,M,0.43,0.416
9.76,3561,M,2.5,0.189
7.99,3654,M,1.13,-0.194
6.35,3225,M,0.41,-0.313
10.64,5679,G,1.64,-0.125
8.2,3479,M,0.83,-0.063
7.3,4501,K,1.02,0.17
8.36,3603,M,0.79,-0.575
6.53,3806,M,0.95,-0.241
8.83,3553,M,0.98,0.45
7.61,4195,K,0.43,0.004
6.41,4458,K,1.54,0.016
12.75,6777,F,1.06,-0.141
5.99,4699,K,1.25,0.197
8.71,6716,F,1.5,-0.451
8.11,3411,M,1.06,-0.106
5.95,3261,M,1.18,-0.52
7.33,3603,M,0.48,-0.005
5.31,6105,F,0.66,-0.112
12.13,4656,K,1.04,-0.407
7.46,4656,K,1.1,0.253
7.63,5371,G,1.22,0.173
11.89,4475,K,2.02,0.257
6.35,4545,K,0.95,-0.377
10.59,3392,M,1.2,-0.251
9.19,3258,M,1.03,0.301
4.04,3493,M,0.88,0.203
7.26,3511,M,0.9,0.351
8.87,5874,G,0.68,-0.06
8.07,3363,M,0.94,-0.027
8.08,5794,G,0.9,0.154
6.79,5185,G,0.93,-0.338
6.57,5130,G,0.42,0.049
7.38,4432,K,0.95,0.634
11.92,3335,M,0.64,-0.089
6.18,3262,M,0.97,-0.401
7.04,3840,M,0.58,0.103
8.06,4398,K,1.03,-0.225
5.07,3904,M,0.86,-0.027
8.86,3326,M,0.73,0.272
5.42,3201,M,1.16,0.14
5.83,3726,M,1.21,-0.122
5.73,3373,M,0.98,0.21
4.72,3524,M,1.33,-0.417
10.54,3263,M,0.81,0.049
9.04,5490,G,1.22,-0.096
9.84,5123,G,0.98,-0.59
9.66,3487,M,0.61,-0.303
7.66,3417,M,0.67,-0.004
7.94,4552,K,1.79,0.187
10.03,3609,M,2.2,0.005
11.28,5566,G,1.43,-0.074
5.48,4601,K,0.75,0.202
13.04,4475,K,2.04,0.069
5.37,3424,M,1.36,0.249
7.08,4606,K,1.18,0.144
8.15,3480,M,2.51,-0.178
8.33,5480,G,0.65,0.168
11.93,3570,M,1.47,0.24
10.02,3319,M,0.67,0.35
8.83,4822,K,0.74,-0.132
10.07,3456,M,3.67,-0.091
8.69,3522,M,1.29,0.22
6.65,6486,F,2.52,0.21
8.97,3614,M,1.31,-0.128
8.14,4576,K,1.22,-0.168
6.31,5486,G,0.73,-0.108
10.53,3754,M,1.63,0.02
7.89,2939,M,1.01,-0.222
5.76,4780,K,1.04,0.105
6.07,6799,F,0.88,-0.432
9.07,3179,M,0.95,-0.208
10.1,3663,M,1.01,0.046
8.96,4738,K,1.06,-0.23
8.97,3598,M,0.97,-0.105
6.38,7837,A,0.46,-0.032
8.19,4654,K,1.31,0.53
7.34,3676,M,0.94,-0.327
7.61,3400,M,0.19,0.059
7.78,5621,G,0.45,-0.256
6.68,3438,M,0.79,-0.266
9.5,4699,K,1.9,-0.219
5.98,3445,M,1.36,-0.039
5.4,4369,K,0.71,0.358
6.43,3493,M,0.91,0.294
9.77,5131,G,1.74,-0.115
8.68,3476,M,0.73,-0.067
4.43,3563,M,0.58,0.148
9.19,8870,A,1.55,0.014
7.9,8606,A,1.75,-0.159
7.17,3249,M,0.74,0.165
7.52,5872,G,1.28,0.405
5.33,3751,M,0.98,0.265
8.35,4525,K,0.74,0.339
5.46,3368,M,1.79,-0.035
7.3,3407,M,0.72,-0.271
7.3,3464,M,1.46,-0.5
9.54,3549,M,1.03,-0.518
8.08,3447,M,0.92,-0.051
9.41,3350,M,0.76,0.127
5.61,5781,G,0.61,0.211
7.78,3545,M,0.88,0.061
9.06,3316,M,0.77,-0.18
10.48,4566,K,1.05,0.164
5.72,4536,K,0.55,-0.3
6.32,3374,M,0.93,-0.276
9.01,3709,M,1.23,0.153
11.22,4530,K,0.71,-0.308
8.57,3462,M,1.45,-0.191
5.78,4481,K,1.53,-0.244
5.82,5622,G,0.55,0.042
8.27,3487,M,0.68,0.147
8.72,3486,M,0.51,0.153
7.56,3687,M,1.24,-0.145
5.84,3252,M,1.07,-0.042
10.2,3281,M,0.45,0.184
7.3,4675,K,0.72,-0.133
9.05,3923,M,1.17,-0.228
4.45,5741,G,1.06,-0.16
10.4,4919,K,1.83,-0.152
6.63,3424,M,0.56,0.008
10.69,5325,G,1.0,-0.007
9.23,3580,M,0.61,-0.042
5.14,4715,K,1.06,-0.2
8.49,6074,F,0.91,-0.233
11.31,5441,G,1.15,0.162
6.8,3495,M,0.81,0.086
11.32,4347,K,1.46,-0.109
8.77,3402,M,0.7,-0.014
10.68,3648,M,0.6,0.303
8.32,4606,K,1.12,-0.018
7.75,3640,M,2.53,-0.002
11.67,4576,K,0.47,0.382
9.44,3347,M,0.56,0.268
7.53,4595,K,1.12,-0.16
8.85,5238,G,1.76,0.268
6.87,4430,K,1.17,-0.042
8.22,3319,M,0.74,-0.263
10.39,3393,M,1.23,0.326
7.68,3516,M,1.29,-0.177
6.25,3420,M,0.71,-0.127
6.07,4301,K,1.51,-0.095
8.15,3699,M,0.98,0.509
6.38,3479,M,0.42,-0.238
5.13,3408,M,0.93,-0.151
5.6,4256,K,0.75,-0.086
10.35,3172,M,1.92,0.132
7.72,3461,M,0.51,-0.017
8.12,4190,K,0.79,-0.167
6.07,3625,M,1.14,0.156
6.84,3505,M,3.35,0.339
6.77,3773,M,2.66,-0.406
7.45,4550,K,0.98,-0.17
4.68,4337,K,1.19,0.128
10.18,4077,K,1.35,-0.308
7.97,3641,M,0.6,-0.039
8.4,3273,M,1.01,0.318
9.83,3429,M,1.97,0.156
9.68,3793,M,1.07,0.13
6.85,20611,B,2.65,0.187
9.21,3568,M,0.8,0.081
9.19,4712,K,0.96,-0.084
8.63,3659,M,0.96,0.241
10.12,3777,M,0.52,-0.119
9.6,3395,M,1.74,-0.04
9.45,3434,M,0.85,-0.414
10.73,8108,A,1.14,-0.119
8.06,3494,M,0.74,0.02
8.12,4470,K,2.37,0.007
9.64,3193,M,1.85,0.231
7.64,3386,M,1.03,-0.109
8.96,21439,B,0.54,-0.099
6.88,4555,K,1.45,-0.135
3.44,5697,G,1.72,0.06
9.2,5467,G,0.63,0.387
4.9,3170,M,0.93,-0.578
6.6,4471,K,1.04,-0.122
9.64,3682,M,1.72,-0.088
9.66,4233,K,0.93,-0.533
10.35,3631,M,1.62,-0.031
3.96,3202,M,0.68,-0.088
8.59,4505,K,0.59,-0.11
7.48,3595,M,2.5,-0.276
9.98,3445,M,0.52,-0.022
10.95,7304,F,0.69,-0.292
5.38,3414,M,1.48,-0.211
8.03,4370,K,0.77,-0.05
9.67,5556,G,0.76,0.255
7.32,3368,M,0.91,0.103
11.49,4176,K,0.34,0.153
7.2,3308,M,1.75,0.49
7.4,6746,F,1.09,0.11
5.85,6401,F,0.67,-0.262
8.31,3798,M,0.42,-0.141
1.96,3423,M,0.51,-0.214
7.5,3624,M,0.45,-0.034
10.54,4615,K,1.12,-0.103
5.21,3420,M,1.13,-0.236
4.76,3346,M,1.36,0.231
10.23,3197,M,1.44,0.249
10.5,3597,M,1.37,0.045
5.29,3710,M,2.16,-0.25
11.47,5983,F,1.82,0.03
8.86,4417,K,1.61,-0.153
10.1,6283,F,1.13,0.321
6.42,3596,M,1.43,-0.299
10.98,4426,K,0.81,0.164
7.46,3732,M,0.9,0.159
7.38,4414,K,2.36,0.224
8.96,3284,M,0.76,0.049
7.22,5371,G,0.73,-0.083
4.96,3437,M,0.83,0.598
8.26,5645,G,0.76,-0.219
7.36,3435,M,0.79,0.18
6.46,3577,M,1.13,0.005
10.48,3362,M,1.15,0.086
12.78,6404,F,1.58,0.084
6.16,5284,G,2.99,-0.271
8.39,3352,M,0.83,-0.336
7.2,5851,G,0.97,-0.319
12.58,5303,G,0.4,-0.112
8.98,3439,M,0.52,0.062
9.85,4735,K,0.93,-0.172
10.36,4669,K,1.26,-0.359
8.26,3787,M,1.28,0.23
7.63,4609,K,1.36,-0.385
11.04,5335,G,1.88,0.12
9.56,3860,M,2.35,-0.188
6.31,4631,K,0.89,0.304
6.55,3473,M,0.67,-0.131
7.22,5516,G,1.39,-0.44
10.32,3531,M,1.6,-0.01
10.95,3459,M,1.07,-0.21
12.3,4190,K,0.91,0.203
6.58,4866,K,0.78,0.082
8.28,8491,A,0.98,-0.157
7.2,3532,M,1.41,-0.251
7.64,4968,K,0.72,-0.274
9.86,3380,M,0.67,-0.146
7.91,3615,M,1.35,0.341
10.63,3361,M,0.65,-0.036
6.97,4572,K,1.08,0.237
9.48,4545,K,1.05,-0.37
7.11,3638,M,1.0,-0.48
4.33,3711,M,0.73,-0.236
5.96,3399,M,2.38,0.164
8.25,3748,M,1.22,-0.072
11.84,3760,M,0.77,0.222
7.08,3456,M,1.18,0.316
7.66,4499,K,2.5,-0.239
8.98,3413,M,1.05,0.209
6.8,3447,M,2.15,0.347
7.03,18797,B,0.56,0.258
8.14,3636,M,0.65,-0.398
7.13,4936,G,0.34,-0.464
4.43,3378,M,2.69,-0.112
6.7,4490,K,0.43,-0.103
9.23,4792,K,1.09,0.211
9.29,3405,M,2.38,-0.242
10.67,3575,M,1.63,0.104
10.51,4482,K,1.21,-0.271
6.2,5760,G,1.9,0.086
6.51,3566,M,0.72,-0.114
6.6,4687,K,1.3,0.09
7.7,5349,G,0.95,-0.091
6.75,6170,F,0.94,-0.552
7.65,8656,A,1.1,0.127
6.26,3415,M,1.8,0.293
9.57,3505,M,2.19,-0.209
6.1,5587,G,0.88,0.202
6.0,3717,M,0.58,-0.153
9.04,5716,G,0.66,-0.337
9.44,3381,M,2.65,-0.153
7.55,3300,M,2.1,-0.046
9.74,9226,A,0.58,-0.33
9.59,3223,M,2.29,0.337
11.8,4398,K,0.7,-0.383
9.47,3613,M,1.39,-0.135
11.41,4869,K,0.7,-0.231
8.12,3467,M,2.95,0.338
10.8,3505,M,0.75,-0.377
10.84,5259,G,0.59,0.206
7.71,5535,G,0.8,0.049
6.62,3299,M,3.72,-0.312
6.97,4331,K,1.14,-0.088
8.83,5710,G,0.6,-0.046
5.7,3424,M,0.67,0.146
7.09,3661,M,0.42,-0.161
10.39,4465,K,1.31,0.158
9.33,4192,K,0.54,0.012
3.29,3704,M,1.74,0.113
5.33,5138,G,1.48,-0.22
12.32,3395,M,0.95,-0.06
10.36,3465,M,1.86,0.028
6.83,3676,M,1.59,0.02
5.02,6329,F,1.08,-0.01
5.5,4291,K,0.68,0.523
9.02,5545,G,1.23,0.144
11.95,3463,M,1.23,0.182
11.83,3418,M,1.28,0.062
4.85,4549,K,1.04,0.133
7.41,3289,M,1.18,0.05
6.29,3199,M,1.16,0.454
8.27,4981,K,1.98,-0.015
5.34,5529,G,0.53,0.208
6.91,8574,A,0.61,0.521
6.27,4324,K,1.04,0.163
9.05,3657,M,0.68,-0.071
6.97,3407,M,1.11,-0.184
7.26,4734,G,0.57,-0.124
9.02,5344,G,0.62,0.098
11.29,4437,K,2.8,0.446
12.23,3470,M,0.89,0.151
8.91,3465,M,0.56,-0.097
7.82,3387,M,0.94,-0.076
10.63,3370,M,1.68,-0.037
10.33,6403,F,1.83,-0.335
9.76,3212,M,0.48,-0.114
4.84,3157,M,0.68,-0.125
10.42,6532,F,1.12,0.695
8.72,3520,M,0.98,0.232
6.21,4698,K,0.45,-0.268
6.66,3455,M,0.49,-0.392
9.16,3291,M,0.59,-0.327
2.98,3161,M,0.41,0.353
7.75,3344,M,0.8,-0.337
6.69,4595,K,1.82,0.402
6.49,3752,M,0.72,0.06
7.09,20054,B,1.72,-0.061
5.04,3288,M,1.01,-0.286
10.1,4302,K,0.91,0.316
3.74,3351,M,0.43,0.137
8.34,4409,K,1.79,0.225
6.3,21121,B,1.06,-0.068
11.97,5830,G,0.45,0.167
8.05,3470,M,1.21,0.37
3.75,4541,K,0.75,0.149
9.09,5281,G,1.03,-0.264
5.81,5030,G,1.13,0.13
9.97,4902,K,1.84,0.189
9.24,5745,F,0.57,0.419
10.95,3179,M,1.33,0.146
8.37,5994,G,1.94,0.275
9.64,3503,M,3.53,0.154
8.09,5190,G,1.69,-0.339
6.82,3619,M,1.2,0.207
10.13,3635,M,1.15,0.03
5.54,6067,F,2.17,0.499
7.93,4380,K,0.87,-0.36
6.86,4697,K,1.49,-0.283
9.68,4316,K,3.0,0.181
6.11,3549,M,0.95,0.378
7.18,3749,M,0.37,-0.03
8.09,3081,M,0.65,-0.029
10.98,5406,G,1.16,0.052
6.93,4559,K,0.66,-0.121
7.2,5007,G,0.84,0.247
5.3,3407,M,0.86,-0.121
6.03,3683,M,1.32,0.175
8.83,4342,K,0.62,-0.331
8.06,3240,M,0.75,0.43
8.1,6868,F,2.02,-0.53
11.48,3578,M,0.79,-0.266
4.66,5481,G,1.44,0.563
12.64,3483,M,1.01,0.025
10.36,4731,K,0.99,-0.165
7.35,3552,M,1.45,-0.319
8.78,6710,F,0.39,-0.109
6.63,4344,K,1.25,0.072
8.64,4069,K,1.32,0.122
12.3,3609,M,1.53,0.081
6.71,3693,M,0.83,-0.447
7.54,5438,G,1.0,0.035
6.49,3655,M,0.29,0.085
6.81,3441,M,0.72,0.087
7.19,5475,G,1.09,0.007
5.81,5982,G,2.09,-0.307
7.47,3449,M,2.52,-0.23
8.11,3439,M,0.84,0.303
7.19,4986,G,1.55,-0.194
3.4,5690,G,0.93,-0.181
7.69,4340,K,0.45,-0.074
7.91,3526,M,1.35,-0.304
11.8,4429,K,2.5,0.158
8.05,3422,M,0.83,-0.317
9.87,5468,G,0.64,0.271
7.15,4491,K,1.03,-0.336
10.6,6882,F,0.94,-0.07
6.11,3766,M,3.69,0.086
9.01,5679,G,1.65,0.198
9.68,3723,M,1.07,-0.056
9.39,4692,K,0.24,-0.176
12.33,3587,M,0.93,0.355
6.83,4827,K,2.52,0.045
10.83,3271,M,1.04,-0.043
10.31,3380,M,1.51,-0.455
8.1,4315,K,1.22,0.048
11.68,4432,K,0.78,-0.001
7.71,3620,M,2.33,-0.339
